NP,CLAVE,NOMBRE
474,2093206001,MECANICA DENTAL
475,2093207001,TÉCNICO PROFESIONAL EN PRÓTESIS DENTAL EN EL ÁREA DE CERÁMICA DENTAL  
476,2093207002,TÉCNICO PROFESIONAL EN PRÓTESIS DENTAL EN EL ÁREA DE REHABILITACIÓN 
477,2094000001,TÉCNICO EN REABILITACIÓN FÍSICA
478,2094100001,FISIOTERAPIA Y REHABILITACIÓN
479,2094100002,MASOTERAPIA
480,2094100003,TERAPIA FÍSICA
481,2094100004,TERAPIAS ALTERNAS
482,2094100005,TÉCNICO PROFESIONAL EN MASAJE CORPORAL Y QUIROPRAXIA
483,2094100006,HABILITACIÓN FÍSICA FUNCIONAL
484,2094200001,NUTRICIÓN
485,2094200002,CIENCIAS DE LA NUTRICIÓN Y GASTRONOMÍA
486,2094200003,NUTRICIÓN Y DIETÉTICA
487,2094200004,TÉCNICO NUTRIÓLOGO   
488,2094200005,TÉCNICO PROFESIONAL EN DIETISTA Y NUTRICIÓN
489,2094300001,MEDICINA TRADICIONAL
490,2094300002,PODOLOGÍA
491,2094300003,ORIENTADOR NATURISTA
492,2095000001,VIDA SALUDABLE
493,2095000002,TÉCNICO RADIÓLOGO 
494,2095100001,CIENCIAS DE LA SALUD
495,2095100002,URGENCIAS MÉDICAS
496,2095100003,TÉCNICO EN PARTERÍA PROFESIONAL
497,2095100004,TÉCNICO PROFESIONAL EN EMERGENCIAS MEDICAS Y DESASTRES
498,2095300001,ANÁLISIS CLÍNICOS
499,2095300002,RADIOLOGÍA
500,2095300003,RADIOLOGÍA E IMAGEN
501,2095300004,RADIÓLOGO
502,2095600001,VIDA SALUDABLE
503,2095600002,HIGIENE Y SALUD COMUNITARIA
504,2095600003,TÉCNICO EN PROMOCIÓN DE LA SALUD
505,2101000001,RECREACIONES ACUÁTICAS
506,2101000002,TÉCNICO PROFESIONAL EN COSMEATRIA Y TERAPIAS ALTERNAS 
507,2101000003,TÉCNICO PROFESIONAL EN ASISTENCIA SOCIAL
508,2101000004,TÉCNICO PROFESIONAL EN ASISTENTE SOCIAL
509,2101100001,DIRECTOR TÉCNICO DE FÚTBOL CON OPCIONES TERMINALES 
510,2101100002,TÉCNICO DEPORTIVO    
511,2101100003,TÉCNICO PROFESIONAL EN DEPORTE Y DESARROLLO DE HABILIDADES
512,2101300001,COSMETOLOGÍA
513,2101300002,COSMETOLOGÍA Y ESTILISMO
514,2101300003,COSMETRÍA
515,2101300004,CULTURA DE BELLEZA
516,2101300005,CULTURA DE BELLEZA Y COSMETOLOGÍA
517,2101300006,ESTETOCOSMETOLOGÍA
518,2101300007,ESTILISMO
519,2101300008,ESTILISTA CANINO
520,2101300009,ESTILISTA COSMETÓLOGA
521,2101300010,ESTILISTA DE MODA
522,2101300011,ESTILISTA PROFESIONAL
523,2101300012,TERAPEUTA EN ESTETOCOSMETOLOGÍA
524,2101300013,BELLEZA
525,2101300014,SPA
526,2101300015,CULTORA DE BELLEZA
527,2101300016,MASAJES ESPECIALIZADOS
528,2101300017,COSMIATRÍA SPA
529,2101300018,TÉCNICO PROFESIONAL EN ESTÉTICA Y BIENESTAR PERSONAL
530,2101300019,TÉCNICO PROFESIONAL EN BELLEZA
531,2101300020,COSMETOLOGIA  CORPORAL
532,2101300021,ESTILISMO Y DISEÑO DE IMAGEN
533,2101300022,ESTETOCOSMETÓLOGA
534,2101300023,TÉCNICO EN IMAGEN Y ESTILISMO
535,2101300024,"TÉCNICO PROFESIONAL EN IMAGEN, ESTILISMO Y COSMETOLOGÍA"
536,2101300025,TÉCNICA DE ESTETOCOSMETOLOGÍA
537,2101300026,TÉCNICO PROFESIONAL EN BELLEZA INTEGRAL
538,2101300027,TECNICO EN COSMETOLOGIA Y SPA
539,2101300028,PROFESIONAL DE BELLEZA Y ESTÉTICA
540,2101300029,TÉCNICO EN ESTILISMO PROFESIONAL  
541,2101300030,ESTILISMO INTEGRAL Y DISEÑO DE IMAGEN
542,2101300031,TÉCNICO EN ESTILISTA-COSMETOLOGA
543,2101300032,TÉCNICO EN COSMEATRIA Y NATURISMO
544,2101300033,COSMEATRÍA 
545,2101300034,COSMIATRÍA 
546,2101300035,TÉCNICO PROFESIONAL EN BELLEZA BÁSICA  
547,2101300036,TÉCNICO EN BELLEZA BÁSICA
548,2101300037,APLICACIÓN DE MASAJES EN SPA
549,2101300038,PROFESIONAL TÉCNICO ESPECIALIZADO EN COSMETOLOGÍA Y ESTÉTICA INTEGRAL
550,2101400001,ASISTENTE
551,2101400002,ASISTENTE ADMINISTRATIVO
552,2101400003,ASISTENTE ADMINISTRATIVO BILINGÜE
553,2101400004,ASISTENTE ADMINISTRATIVO EN SISTEMAS COMPUTACIONALES
554,2101400005,ASISTENTE EJECUTIVO
555,2101400006,ASISTENTE EJECUTIVO BILINGÜE
556,2101400007,ASISTENTE EJECUTIVO BILINGÜE EN INGLÉS
557,2101400008,ASISTENTE EJECUTIVO Y COMPUTACIÓN
558,2101400009,ASISTENTE EMPRESARIAL
559,2101400010,SECRETARIA CONTABLE
560,2101400011,SECRETARIA CORRESPONSAL
561,2101400012,SECRETARIA EJECUTIVA
562,2101400013,SECRETARIA EJECUTIVA EN ESPAÑOL
563,2101400014,SECRETARIA EJECUTIVA EN INFORMÁTICA
564,2101400015,SECRETARIA EN COMPUTACIÓN ADMINISTRATIVA
565,2101400016,SECRETARIA EN ESPAÑOL
566,2101400017,SECRETARIA ESPAÑOL INGLÉS
567,2101400018,SECRETARIA TAQUIMECANÓGRAFA
568,2101400019,SECRETARIADO
569,2101400020,SECRETARIADO COMERCIAL
570,2101400021,SECRETARIADO EJECUTIVO
571,2101400022,SECRETARIADO EJECUTIVO BILINGÜE
572,2101400023,SECRETARIADO EJECUTIVO EMPRESARIAL
573,2101400024,SECRETARIADO EN ESPAÑOL
574,2101400025,SECRETARIADO Y CONTADOR PRIVADO
575,2101400026,SECRETARIO BILINGÜE
576,2101400027,SECRETARIO CONTADOR
577,2101400028,SECRETARIO EJECUTIVO
578,2101400029,SECRETARIO EN INFORMÁTICA
579,2101400030,TAQUÍGRAFA SECRETARIA CONTADOR
580,2101400031,SECRETARIADO CONTABLE
581,2101400032,SECRETARIO ESPAÑOL INGLES
582,2101400033,SECRETARIA CONTADOR
583,2101400034,ADMINISTRADOR DE OFICINAS
584,2101400035,TÉCNICO PROFESIONAL EN ASISTENCIA EMPRESARIAL
585,2101400036,SECRETARIADO CON CONTABILIDAD
586,2101400037,SECRETARIADO CONTABLE EN COMPUTACIÓN
587,2101400038,CURSO DE ASISTENTE ADMINISTRATIVO Y SECRETARIAL
588,2101400039,TECNICO ASISTENTE DE DIRECCION CON ACENTUACION EN INGLES
589,2101400040,TÉCNICO PROFESIONAL EN OFIMÁTICA  
590,2101400041,TÉCNICO PROFESIONAL EN ASISTENCIA ADMINISTRATIVO
591,2101400042,TÉCNICO PROFESIONAL EN ASISTENTE ADMINISTRATIVO
592,2101500001,ALIMENTOS
593,2101500002,ALIMENTOS Y BEBIDAS
594,2101500003,ARTES CULINARIAS
595,2101500004,ARTES GASTRONÓMICAS
596,2101500005,GASTRONOMÍA
597,2101500006,GASTRONOMÍA INTERNACIONAL
598,2101500007,GASTRONOMÍA MEXICANA E INTERNACIONAL
599,2101500008,GASTRONOMÍA Y TURISMO
600,2101500009,ADMINISTRACIÓN GERENCIAL DE ESTABLECIMIENTOS DE ALIMENTOS Y BEBIDAS
601,2101500010,SERVICIOS ALIMENTICIOS
602,2101500011,GASTRONOMÍA TURÍSTICA
603,2101500012,TÉCNICO PROFESIONAL EN GASTRONOMÍA POR ESTACIONES
604,2101500013,TÉCNICO PROFESIONAL EN APRECIACIÓN DE BEBIDAS Y ALIMENTOS
605,2101500014,PROFESIONAL TÉCNICO CULINARIO
606,2101500015,REPOSTERÍA Y PANADERÍA
607,2101500016,TÉCNICO PROFESIONAL EN GASTRONOMÍA
608,2101500017,TÉCNICO PARA LA FORMACIÓN DEL CHEF
609,2101500018,CHEF PASTELERO
610,2101500019,TECNITURA EN FORMACIÓN DEL CHEF
611,2101500020,TECNICO PROFESIONAL EN GASTRONOMIA
612,2101500021,ECOTURISMO
613,2101500022,PREPARACIÓN DE ALIMENTOS Y BEBIDAS
614,2101500023,TECNICO EN GESTION GASTRONOMICA
615,2101500024,TÉCNICO PROFESIONAL EN CHEF INTERNACIONAL
616,2101500025,TÉCNICO EN GESTIÓN ALIMENTARIA   
617,2101500026,TÉCNICO EN ALIMENTOS Y BEBIDAS 
618,2101500028,TÉCNICO EN RESPONSABILIDAD SOCIAL E INOCUIDAD ALIMENTARIA 
619,2101500029,TÉCNICO EN GASTRONOMÍA
620,2101600001,HOTELERÍA
621,2101600002,HOTELERÍA Y TURISMO
622,2101600003,HOTELERO
623,2101600004,RESTAURANTES
624,2101600005,SERVICIOS DE HOSPITALIDAD
625,2101600006,TURISMO
626,2101600007,RELACIONES PÚBLICAS CON ACENTUACIÓN EN HOTELERÍA Y TURISMO
627,2101600008,SERVICIOS TURÍSTICOS
628,2101600009,ORGANIZACION DE EVENTOS DE NEGOCIOS SOCIALES Y CULTURALES
629,2101600010,SERVICIO DE ATENCION AL HUESPED
630,2101600011,RECEPCION DE HUESPED
631,2101600012,TÉCNICO PROFESIONAL EN TURISMO
632,2101600013,TÉCNICO PROFESIONAL EN HOTELERÍA Y ADMINISTRACIÓN TURÍSTICA
633,2102100001,SERVICIOS DEL TRANSPORTE
634,2102100002,CONTROLADORES DE VUELO
635,2102100003,P.T.B. EN TRANSPORTE FERROVIARIO
636,2103100001,SEGURIDAD INDUSTRIAL
637,2104100001,CIENCIAS POLICIALES
638,2104100002,POLICÍA PREVENTIVO
639,2104100003,POLICIOLOGÍA
640,2104100004,PREVENCIÓN Y PROTECCIÓN CIVIL
641,2104100005,POLICÍA ESTATAL PREVENTIVO
642,2104100006,POLICÍA MUNICIPAL PREVENTIVO
643,2104100007,CON FORMACIÓN INICIAL PARA POLICÍA PREVENTIVO
644,2104100008,PROFESIONAL TÉCNICO EN INVESTIGACIÓN POLICIAL
645,2104100009,CURSO FORMACIÓN INICIAL DE POLICÍA DE INVESTIGACIÓN
646,2104100010,TÉCNICO BÁSICO EN GESTIÓN INTEGRAL DEL RIESGO 
647,2104100011,PROFESIONALIZACIÓN EN SEGURIDAD   
648,2104100012,TÉCNICO PROFESIONAL EN POLICÍA TURÍSTICA
649,2104200001,ABASTECIMIENTO DE MATERIAL AÉREO
650,2104200002,ARMAMENTO AÉREO
651,2104200003,SERVICIO DE MATERIALES DE GUERRA
652,3000000000,COMPONENTE BÁSICO INICIAL
653,3011000001,EDUCACIÓN RURAL BILINGÜE INTERCULTURAL
654,3011000002,BACHILLERATO INTERCULTURAL TECNOLÓGICO  
655,3011000003,BACHILLERATO GENERAL BILINGÜE     
656,3011000004,BACHILLERATO TÉCNICO EN MÚSICA    
657,3011000005,BACHILLERATO EN ESTUDIOS AVANZADOS GOES 
658,3011000006,BACHILLERATO BIVALENTE VOCACIONAL EN PROCESOS SUSTENTABLES
659,3011100001,BACHILLERATO GENERAL EN EDUCACIÓN AUTO PLANEADA
660,3011400001,BACHILLERATO GENERAL CON CAPACITACIÓN PARA EL TRABAJO EN DISEÑO GRÁFICO
661,3011500001,BACHILLERATO GENERAL CON OPCIÓN AUTOPLANEADA
662,3012000001,IDENTIFICAR Y TRADUCIR TEXTOS
663,3012000002,BACHILLERATO EN FORMACIÓN DE EMPRENDEDORES  
664,3012100001,ASISTENTE EDUCATIVO
665,3012100002,EDUCADORA TÉCNICA EN PREESCOLAR
666,3012100003,AUXILIAR EDUCATIVO EN EL CAMPO DE LA INTERVENCION
667,3012400001,CONOCER LOS PRINCIPIOS BÁSICOS DE LA TRADUCCIÓN
668,3012500001,AUXILIAR EDUCATIVO EN EL CAMPO DE LA INTERVENCION MEDICA
669,3012603001,EDUCACIÓN BILINGÜE
670,3012603002,ENSEÑANZA DEL IDIOMA INGLÉS
671,3012604001,TÉCNICO EN PUERICULTURA
672,3012700001,APLICAR REGLAS GRAMATICALES Y FONOLOGÍAS
673,3012701001,DESARROLLO INFANTIL
674,3012701002,PUERICULTURA
675,3012701003,TÉCNICO PROFESIONAL EN PUERICULTURA
676,3012702001,EDUCACIÓN ESPECIAL
677,3021000001,BACHILLERATO TECNOLÓGICO ESPECIALIZADO  
678,3021000002,BACHILLERATO TECNOLÓGICO EN DISEÑO DECORATIVO ESTRUCTURAL 
679,3021000003,BACHILLERATO TECNOLÓGICO EN APLICACIÓN DIGITAL
680,3021000004,TÉCNICO EN ARTES
681,3021000005,TÉCNICO PROFESIONAL EN ARTES Y HUMANIDADES
682,3021100001,DIBUJO
683,3021100002,TÉCNICO EN ARTES CON ESPECIALIDAD EN ARTES VISUALES
684,3021100003,DIBUJO Y PINTURA
685,3021200001,ESCENOTÉCNIA
686,3021200002,"ACTUACIÓN PARA CINE, TELEVISIÓN  Y TEATRO"
687,3021200003,ARTE Y SOCIEDAD
688,3021200004,TÉCNICO EN ARTES CON ESPECIALIDAD EN DANZA
689,3021200005,TÉCNICO EN ARTES CON ESPECIALIDAD EN ARTES DRAMÁTICAS
690,3021200006,ARTE TEATRAL
691,3021200007,BACHILLERATO GENERAL CON ENFOQUE BICULTURAL
692,3021200008,BACHILLERATO TECNOLÓGICO EN EXPRESIÓN CREATIVA Y ARTÍSTICA
693,3021200009,TÉCNICO EN DANZA FOLCLÓRICA MEXICANA
694,3021300001,ARPA
695,3021300002,ARTES CON ESPECIALIDAD EN MÚSICA
696,3021300003,CANTO
697,3021300004,CLARINETE
698,3021300005,CONTRABAJO
699,3021300006,CORNO FRANCÉS
700,3021300007,FLAUTA
701,3021300008,GUITARRA
702,3021300009,MÚSICA
703,3021300010,OBOE
704,3021300011,PERCUSIONES
705,3021300012,PIANO
706,3021300013,TROMBÓN
707,3021300014,TROMPETA
708,3021300015,VIOLA
709,3021300016,VIOLÍN
710,3021300017,VIOLONCHELO
711,3021300018,TÉCNICO EN ARTES CON ESPECIALIDAD EN MÚSICA
712,3021300019,GUITARRA POPULAR
713,3021300020,INSTRUCTORÍA EN MÚSICA
714,3021400001,CONDUCCIÓN Y LOCUCIÓN
715,3021400002,CONDUCCIÓN Y PRODUCCIÓN PARA MEDIOS AUDIOVISUALES
716,3021400003,SISTEMAS DE IMPRESIÓN DE HUECOGRABADO Y FLEXOGRAFÍA
717,3021400004,OPERACIÓN DE SONIDO Y PRODUCCIÓN MUSICAL
718,3021400005,PRODUCCIÓN CINEMATOGRÁFICA Y DE TELEVISIÓN
719,3021400006,FOTOGRAFÍA DIGITAL Y EN VÍDEO
720,3021400007,MANIPULACIÓN DE IMAGEN DIGITAL
721,3021400008,MEDIOS AUDIOVISUALES DE COMUNICACIÓN
722,3021400009,PRODUCCIÓN DE CINE Y TELEVISIÓN
723,3021400010,ARTES GRÁFICAS
724,3021400011,BACHILLER TÉCNICO EN APLICACIONES AUDIOVISUALES
725,3021400012,BACHILLERATO TÉCNICO EN AUDIO
726,3021500001,DISEÑO ASISTIDO POR COMPUTADORA
727,3021500002,DISEÑO GRÁFICO
728,3021500003,DISEÑO GRÁFICO DIGITAL
729,3021500004,DISEÑO GRÁFICO POR COMPUTADORA
730,3021500005,DISEÑO PUBLICITARIO
731,3021500006,DISEÑO Y COMUNICACIÓN VISUAL
732,3021500007,EXPRESIÓN GRÁFICA DIGITAL
733,3021500008,SISTEMA DE IMPRESIÓN: SERIGRAFÍA Y OFFSET
734,3021500009,ANIMACIÓN Y DISEÑO DIGITAL
735,3021500010,ANIMACIÓN DIGITAL
736,3021500011,CREACIÓN Y EDICIÓN DE OBJETOS
737,3021500012,DIBUJO Y DISEÑO
738,3021500013,BACHILLERATO TECNOLÓGICO EN DISEÑO GRÁFICO DIGITAL
739,3021500014,BACHILLERATO TECNOLÓGICO EN DISEÑO GRÁFICO Y ARTE DIGITAL
740,3021500015,BACHILLERATO TECNOLÓGICO CON ACENTUACIÓN EN DISEÑO DIGITAL
741,3021500016,TÉCNICO EN DISEÑO Y DESARROLLO WEB
742,3021500017,TÉCNICO EN DISEÑO Y COMUNICACIÓN VISUAL
743,3021500018,BACHILLERATO GENERAL CON COMPONENTE DE FORMACIÓN LABORAL BÁSICO EN DISEÑO GRÁFICO
744,3021600001,DISEÑO DE MODAS
745,3021600002,DISEÑO DECORATIVO
746,3021600003,DISEÑO Y CONFECCIÓN DE ALTA COSTURA
747,3021600004,DISEÑO Y FABRICACIÓN DE MUEBLES DE MADERA
748,3021600005,DISEÑO Y PROYECCIÓN EN MODA
749,3021600006,DISEÑO
750,3021600007,MODELISTA DE PRENDAS DE VESTIR Y ACCESORIOS
751,3021600008,BACHILLERATO INTERCULTURAL TECNOLÓGICO EN DISEÑO Y CONFECCIÓN DE PRENDAS DE VESTIR Y ARTESANÍAS
752,3021600009,BACHILLERATO TÉCNICO EN DISEÑO DE INTERIORES 
753,3021600010,BACHILLERATO TECNOLÓGICO EN DISEÑO Y CONFECCIÓN DE PRENDAS DE VESTIR Y ARTESANÍAS
754,3021600011,BACHILLERATO TECNOLÓGICO EN PROYECCIÓN DE DISEÑO DE MODAS
755,3021600012,TÉCNICO EN DISEÑO Y PROYECCIÓN DE MODA
756,3021700001,CERÁMICA
757,3021700002,CERÁMICA DE ALTA TEMPERATURA
758,3021700003,EBANISTERÍA
759,3021700004,JOYERÍA Y ORFEBRERÍA
760,3021700010,LAMINADO Y PINTURA
761,3021700011,ELABORACIÓN Y ACABADOS DE MUEBLES DE MADERA
762,3021700012,CERAMICA
763,3022000001,HUMANIDADES Y CIENCIAS SOCIALES
764,3022000002,CURSO EN HUMANIDADES
765,3022000003,BACHILLERATO TECNOLÓGICO EN CUIDADO HUMANO Y BIENESTAR
766,3022200001,INTÉRPRETE-TRADUCTOR
767,3022200002,INGLÉS EMPRESARIAL
768,3022200003,CURSO EN LENGUAS
769,3022200004,CONOCER LA FONÉTICA Y FONOLOGÍA DEL INGLES
770,3022200005,FACILITADOR DE LA COMUNICACIÓN EN INGLÉS DEL PROCESO PRODUCTIVO
771,3022200006,INGLÉS INDIVIDUAL
772,3022200007,FRANCÉS COMUNICATIVO PREINTERMEDIO
773,3022200008,CURSO DE INGLÉS EN LÍNEA
774,3022200009,CURSO ESCOLARIZADO DE INGLÉS
775,3022200010,CURSO INTENSIVO DE INGLÉS
776,3022200011,CURSO INTENSIVO DE INGLÉS EN LÍNEA
777,3022200012,INTERPRETACIÓN Y TRADUCCIÓN DEL IDIOMA INGLÉS
778,3022200013,INGLÉS EN LOS ÁMBITOS TURÍSTICO Y LABORAL
779,3022200014,BACHILLERATO GENERAL CON COMPONENTE DE FORMACIÓN LABORAL BÁSICO EN INTERPRETACIÓN Y TRADUCCIÓN DEL IDIOMA INGLÉS
780,3031000001,PROBLEMAS ACTUALES DE LAS CIENCIAS SOCIALES
781,3031000002,BACHILLERATO TÉCNICO EN TRÁFICO Y LOGÍSTICA   
782,3031200001,DESARROLLO COMUNITARIO
783,3031200002,DESARROLLO INTEGRAL COMUNITARIO
784,3031200003,DESARROLLO COMUNITARIO
785,3031200004,DIAGNOSTICO REGIONAL
786,3031200005,TÉCNICO EN DESARROLLO INTEGRAL COMUNITARIO
787,3031200006,TÉCNICO EN DESARROLLO COMUNITARIO
788,3031200007,BACHILLERATO TÉCNICO EN DESARROLLO COMUNITARIO
789,3031300001,TÉCNICO EN DERECHOS HUMANOS TECNOLÓGICOS
790,3031400001,ECONÓMICO ADMINISTRATIVO
791,3031500001,GERICULTURA
792,3031500002,TRABAJO SOCIAL
793,3031500003,BACHILLER TÉCNICO EN GERONTOLOGÍA
794,3031500004,BACHILLERATO TECNOLÓGICO EN TRABAJO SOCIAL
795,3032100001,COMUNICACIÓN
796,3032100002,MEDIOS DE COMUNICACIÓN
797,3032100003,PERIODISMO DEPORTIVO
798,3032100004,PERIODISMO DIGITAL
799,3032100005,COMUNICACIÓN
800,3032100006,PERIODISMO
801,3032200001,ASISTENTE BIBLIOTECARIO
802,3032200002,GESTIÓN DE ARCHIVOS DE TEXTO
803,3033100001,ASISTENTE JURÍDICO
804,3033100002,BACHILLERATO TÉCNICO EN CIENCIAS JURÍDICAS    
805,3033200001,CRIMINALISTA
806,3033200002,CRIMINOLOGÍA
807,3033200003,IMAGEN
808,3033200004,BACHILLERATO TÉCNICO CON ESPECIALIDAD EN CRIMINALÍSTICA 
809,3041000001,BACHILLERATO TECNOLÓGICO EN LOGÍSTICA   
810,3041000002,TÉCNICO EN CONTABILIDAD
811,3041000003,BACHILLERATO BIVALENTE EN CONTABILIDAD 
812,3041000004,TÉCNICO EN VENTAS
813,3041100001,AGRONEGOCIOS
814,3041100002,COMERCIO EXTERIOR
815,3041100003,COMERCIO INTERNACIONAL
816,3041100004,LOGÍSTICA
817,3041100005,TRAMITACIÓN ADUANAL
818,3041100006,EMPRENDIMIENTO RURAL
819,3041100007,EMPRENDEDORES Y EMPRESARIOS
820,3041100008,NEGOCIOS TURÍSTICOS
821,3041100009,TÉCNICO EN LOGÍSTICA
822,3041100010,INGENIERÍA LOGÍSTICA
823,3041100011,BACHILLERATO TECNOLÓGICO EN NEGOCIOS
824,3041100012,COMERCIO INTERNACIONAL Y ADUANAS
825,3041100013,TÉCNICO EN COMERCIO INTERNACIONAL
826,3041100014,BACHILLERATO GENERAL CON COMPONENTE DE FORMACIÓN LABORAL BÁSICO EN TRAMITACIÓN ADUANAL
827,3041200001,DISEÑO DE IMAGEN
828,3041200002,IMAGEN PUBLICITARIA
829,3041200003,MERCADOTECNIA
830,3041200004,VENTAS
831,3041200005,VENTAS ESTRATÉGICAS
832,3041200006,ESTUDIOS DE MERCADO Y ENTORNOS SOCIALES
833,3041200007,ESTRUCTURA TÉCNICA Y MERCADOLÓGICA
834,3041200008,MERCADOTECNIA DIGITAL
835,3041200009,TÉCNICO EN DISEÑO DE IMAGEN
836,3041200010,TÉCNICO EN MERCADOTECNIA DIGITAL
837,3041300001,SERVICIOS BANCARIOS
838,3041300002,TÉCNICO EN ADMINISTRACIÓN FINANCIERA
839,3041400001,ADMINISTRACIÓN Y CONTABILIDAD RURAL
840,3041400002,ADMINISTRATIVO CONTABLE
841,3041400003,ASISTENTE EJECUTIVO CONTADOR
842,3041400004,AUXILIAR CONTABLE EN COMPUTACIÓN
843,3041400005,COMPUTACIÓN CONTABLE Y FISCAL
844,3041400006,COMPUTACIÓN FISCAL CONTABLE
845,3041400007,CONTABILIDAD
846,3041400008,CONTABILIDAD ADMINISTRATIVA
847,3041400009,CONTABILIDAD FISCAL CONTABLE
848,3041400010,CONTABILIDAD Y ADMINISTRACIÓN
849,3041400011,CONTABILIDAD Y SISTEMAS ADMINISTRATIVOS
850,3041400012,CONTABLE ADMINISTRATIVO
851,3041400013,CONTADOR PRIVADO
852,3041400014,CONTADURÍA
853,3041400015,GESTIÓN ADMINISTRATIVO - CONTABLE
854,3041400016,ASISTENTE EJECUTIVO ADMINISTRADOR CONTABLE
855,3041400017,ASISTENTE EJECUTIVA CONTABLE
856,3041400018,ASISTENTE CONTADOR
857,3041400019,ADMINISTRACIÓN CONTABLE
858,3041400020,CONTABILIDAD Y ADMINISTRACIÓN
859,3041400021,CONTABILIDAD COMERCIAL Y DE SERVICIOS
860,3041400022,AUDITORÍA DE GESTIÓN DE CALIDAD
861,3041400023,BACHILLERATO TECNOLÓGICO EN CONTABILIDAD  
862,3041400024,BACHILLERATO BIVALENTE EN LA ESPECIALIDAD DE TÉCNICO EN CONTABILIDAD
863,3041400025,BACHILLER TÉCNICO EN ADMINISTRADOR CONTABLE 
864,3041400026,TÉCNICO EN ADMINISTRADOR CONTABLE
865,3041400027,BACHILLERATO GENERAL CON COMPONENTE DE FORMACIÓN LABORAL BÁSICO EN CONTABILIDAD
866,3042000001,ADMINISTRACIÓN
867,3042000002,TÉCNICO EN ADMINISTRACIÓN EN MIPYMES
868,3042000003,TECNICO EN ADMINISTRACIÓN DE MIPYMES  
869,3042000004,TÉCNICO EN ADMINISTRACIÓN
870,3042000005,BACHILLERATO TECNOLÓGICO EN ADMINISTRACIÓN
871,3042000006,TÉCNICO PROFESIONAL EN CIENCIAS ADMINISTRATIVAS
872,3042000007,BACHILLERATO TECNOLÓGICO CARRERA TÉCNICO EN ADMINISTRACIÓN DE PROCESOS PRODUCTIVOS
873,3042000008,BACHILLERATO GENERAL CON COMPONENTE DE FORMACIÓN LABORAL BÁSICO EN ADMINISTRACIÓN
874,3042100001,ADMINISTRACIÓN DE EMPRESAS
875,3042100002,ADMINISTRACIÓN DE NEGOCIOS
876,3042100003,ADMINISTRACIÓN DE RECURSOS HUMANOS
877,3042100004,ASISTENTE EN DIRECCIÓN Y CONTROL DE PYMES
878,3042100005,DESARROLLO ORGANIZACIONAL
879,3042100006,DESARROLLO SUSTENTABLE DE MICROEMPRESAS
880,3042100007,EMPRESARIAL
881,3042100008,PROCESOS DE GESTIÓN ADMINISTRATIVA
882,3042100009,ASISTENTE EMPRESARIAL
883,3042100010,ADMINISTRACIÓN PARA EMPRENDIMIENTO RURAL
884,3042100011,PLANEACIÓN Y ADMINISTRACIÓN DE PEQUEÑOS NEGOCIOS
885,3042100012,PROYECTOS PRODUCTIVOS SUSTENTABLES
886,3042100013,TÉCNICO EN DESARROLLO SUSTENTABLE DE LA MICRO EMPRESA
887,3042100014,ADMINISTRACIÓN DE LA PEQUEÑA Y MEDIANA EMPRESA
888,3042100015,ADMINISTRACIÓN Y DESARROLLO DE NEGOCIOS
889,3042100016,FORMACIÓN EMPRESARIAL I
890,3042100017,FORMACIÓN EMPRESARIAL II
891,3042100018,TÉCNICO EN ADMINISTRACIÓN DE RECURSOS HUMANOS TECNOLÓGICOS
892,3042100019,DEFINICIÓN Y ADMINISTRACIÓN DE PROYECTOS
893,3042100020,IMPLEMENTACION DE PROYECTOS
894,3042100021,ADMINISTRACION DE PROCESOS DE PRODUCCIÓN
895,3042100022,TÉCNICO EN ADMINISTRACIÓN DE RECURSOS HUMANOS
896,3042100023,ADMINISTRACION
897,3042100024,ADMINISTRACION
898,3042100025,ASISTENCIA EN DIRECCION Y CONTROL DE PYMES
899,3042100026,ADMINISTRACIÓN DE PEQUEÑOS Y MEDIANOS NEGOCIOS
900,3042100027,ADMINISTRACIÓN Y CONTABILIDAD
901,3042100028,BACHILLERATO EMPRESARIAL  
902,3042100029,BACHILLERATO TECNOLÓGICO EN ADMINISTRACIÓN E INNOVACIÓN DE EMPRESAS  
903,3042100030,TÉCNICO EN ADMINISTRACIÓN EMPRESARIAL
904,3042100031,BACHILLERATO TÉCNICO EN GESTIÓN EMPRESARIAL
905,3042100032,TÉCNICO EN ADMINISTRACIÓN DE EMPRENDIMIENTOS
906,3042100033,ADMINISTRACIÓN EN LOS NEGOCIOS
907,3042200001,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS
908,3042200002,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y GASTRONÓMICAS
909,3042200003,ECOTURISMO
910,3042200004,ADMINISTRACIÓN DE EJIDOS TURÍSTICOS
911,3042200005,SUSTENTABILIDAD
912,3042300001,GESTIÓN PÚBLICA
913,3042300002,MANEJO DE RECURSOS MUNICIPALES
914,3042500001,ADMINISTRACIÓN AGROSILVÍCOLA
915,3042500002,ADMINISTRACIÓN Y EMPRENDIMIENTO AGROPECUARIO
916,3042500003,ADMINISTRACIÓN PARA EL EMPRENDIMIENTO AGROPECUARIO
917,3042500004,TÉCNICO EN ADMINISTRACIÓN PARA EL EMPRENDIMIENTO AGROPECUARIO
918,3042500005,BACHILLERATO TECNOLÓGICO EN ADMINISTRACIÓN DE RECURSOS HUMANOS
919,3042500006,BACHILLERATO TECNOLÓGICO CARRERA TÉCNICO EN HIGIENE Y SEGURIDAD INDUSTRIAL
