NP,CLAVE,NOMBRE
4883,8042100010,DOCTORADO EN GESTION ESTRATEGICA DE LA CALIDAD
4884,8042100003,DOCTORADO EN TERAPIA FAMILIAR EN CONSTELACIONES FAMILIARES
4885,8041000001,DOCTORADO EN RESPONSABILIDAD SOCIAL EMPRESARIAL
4886,8103100002,DOCTORADO EN SEGURIDAD INDUSTRIAL
4887,8011200001,DOCTORADO EN EVALUACION E INNOVACION DE LA PRACTICA EDUCATIVA
4888,7031100158,MAESTRÍA EN INTERVENCIONES SISTEMICAS Y TRANSGENERACIONALES
4889,7012702001,MAESTRÍA EN EDUCACION ESPECIAL E INCLUSION
4890,6033100096,ESPECIALIDAD EN JUSTICIA PARA MENORES
4891,6033100097,ESPECIALIDAD EN EL NUEVO SISTEMA PENAL ACUSATORIO PARA PERITOS
4892,6033100098,ESPECIALIDAD EN EL NUEVO SISTEMA PENAL ACUSATORIO PARA AGENTES DEL MINISTERIO PUBLICO
4893,6033100003,ESPECIALIDAD EN GESTION DE CONFLICTOS Y MEDIACION PARA LA CERTIFICACION DE FACILITADORES PRIVADOS
4894,6042200011,ESPECIALIDAD EN ALTA DIRECCIÓN DE INSTITUCIONES EN ALIMENTOS Y BEBIDAS
4895,7072400015,MAESTRÍA EN INGENIERÍA DE HIDROCARBUROS
4896,7011400024,MAESTRÍA EN NUEVAS TECNOLOGÍAS PARA LA ENSEÑANZA Y EL APRENDIZAJE
4897,7011200060,MAESTRÍA EN DESARROLLO E INNOVACIÓN DOCENTE
4898,8031000003,DOCTORADO EN INVESTIGACIÓN EN CIENCIAS SOCIALES
4899,7033100192,MAESTRÍA EN JUICIOS ORALES EN SISTEMA PENAL
4900,6011300005,ESPECIALIDAD EN TERAPIA EDUCATIVA PARA EL LOGRO DEL APRENDIZAJE SIGNIFICATIVO
4901,7031300044,MAESTRÍA EN MATERIA ELECTORAL
4902,8031100024,"DOCTORADO EN PSICOLOGÍA EN PERSONALIDAD, DIAGNÓSTICO Y PSICOTERAPIA"
4903,7011000012,MAESTRÍA EN EDUCACIÓN E INTERCULTURALIDAD
4904,6012000011,ESPECIALIDAD EN PROFESIONALIZACIÓN DE LA ENSEÑANZA
4905,7033100193,MAESTRÍA EN DERECHO PENAL EN JUICIOS ORALES
4906,7042100227,MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS E INSTITUCIONES PÚBLICAS
4907,7042500042,MAESTRÍA EN PLANEACIÓN Y GESTIÓN DE LA EDUCACIÓN
4908,8042500008,DOCTORADO EN ADMINISTRACIÓN DE INSTITUCIONES EDUCATIVAS
4909,6033100100,ESPECIALIDAD EN DERECHO LEGISLATIVO
4910,7091316002,MAESTRÍA EN CLIMATERIO Y MENOPAUSIA
4911,7011400025,MAESTRÍA EN EDUCACIÓN CON ESPECIALIDAD EN DOCENCIA Y TECNOLOGÍAS DE VANGUARDIA
4912,7011100039,MAESTRÍA EN PEDAGOGÍA DEL SUJETO Y PRÁCTICA EDUCATIVA
4913,7031200002,MAESTRÍA EN PRÁCTICAS NARRATIVAS
4914,7032100038,MAESTRÍA EN COMUNICACIÓN Y PERIODISMO DIGITAL
4915,7033100194,MAESTRÍA EN DEFENSA DE LOS DERECHOS HUMANOS
4916,6101600001,ESPECIALIDAD EN DISEÑO DE PRODUCTOS TURÍSTICOS
4917,7031200007,MAESTRÍA EN ESTUDIOS SOBRE DIVERSIDAD CULTURAL Y ESPACIOS SOCIALES
4918,7012603014,MAESTRÍA EN DIDÁCTICAS DE LAS LENGUAS
4919,6041400021,ESPECIALIDAD EN VALUACIÓN DE MAQUINARIA Y EQUIPO
4920,6031100057,ESPECIALIDAD EN BIONEUROEMOCIÓN
4921,6042100006,ESPECIALIDAD EN ADMINISTRACIÓN Y LIDERAZGO
4922,7011100040,MAESTRIA EN PEDAGOGIA CON FORMACION EN GESTION ESCOLAR
4923,7081100068,MAESTRÍA EN PRODUCCIÓN ANIMAL SUSTENTABLE
4924,7071100014,MAESTRÍA EN CIENCIAS EN INGENIERÍA METAL MECÁNICA
4925,7042100228,"MAESTRÍA EN ADMINISTRACIÓN EN ACENTUACIÓN EN FINANZAS, CAPITAL HUMANO Y DESARROLLO DE NUEVOS NEGOCIO"
4926,7073100075,MAESTRÍA EN URBANISMO SUSTENTABLE Y BIOCLIMATICA
4927,7021400017,MAESTRÍA EN VISUALIZACIÓN DE INFORMACIÓN
4928,7052200014,MAESTRÍA EN CIENCIAS EN NANOCIENCIAS
4929,8052200013,DOCTORADO EN CIENCIAS EN NANOCIENCIAS
4930,7042100229,MAESTRÍA EN DESARROLLO E INNOVACIÓN EMPRESARIAL
4931,7012400017,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR INGLÉS A DISTANCIA
4932,7012400018,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR FRANCÉS A DISTANCIA
4933,7071100003,MAESTRÍA EN INGENIERÍA DISEÑO MECÁNICO
4934,6031300001,ESPECIALIDAD EN EVALUACIÓN INTEGRAL DE PROGRAMAS Y POLÍTICAS DE DESARROLLO SOCIAL
4935,7053200007,MAESTRÍA EN CIENCIAS EN BIOESTADÍSTICA
4936,7095600054,MAESTRÍA EN CIENCIAS EN ENFERMEDADES TRANSMITIDAS POR VECTOR
4937,7042100230,MAESTRÍA EN ADMINISTRACIÓN Y DIRECCIÓN EMPRESARIAL
4938,7041200094,MAESTRÍA EN MARKETING PARA HOTELES Y RESTAURANTES
4939,7101500008,"MAESTRÍA EN PRODUCCIÓN PANADERA, REPOSTERA Y DE CONFITERÍA INTERNACIONAL"
4940,7042500088,MAESTRÍA EN GESTIÓN FINANCIERA PARA HOTELES Y RESTAURANTES
4941,6061200001,ESPECIALIDAD EN DISEÑO DE SISTEMAS EN CHIP
4942,7033100195,MAESTRÍA EN DERECHO CONSTITUCIONAL Y ARGUMENTACIÓN JURÍDICA
4943,7031300045,MAESTRÍA EN DERECHOS HUMANOS Y PAZ
4944,7061100017,MAESTRÍA EN CIENCIAS EN SISTEMAS COMPUTACIONALES Y ELECTRÓNICOS
4945,7061100027,MAESTRÍA EN CIENCIAS EN INGENIERÍA EN COMPUTACIÓN
4946,7042300050,MAESTRÍA EN GESTIÓN DE OBRA PÚBLICA MUNICIPAL
4947,7021600014,MAESTRÍA EN DISEÑO DEL ESPACIO INTERIOR
4948,7041400045,"MAESTRÍA EN FISCALIZACIÓN, TRANSPARENCIA Y RENDICIÓN DE CUENTAS"
4949,8033100034,DOCTORADO EN DERECHO Y ARGUMENTACIÓN
4950,8071000012,DOCTORADO EN CIENCIAS EN INGENIERÍA
4951,6091327004,ESPECIALIZACIÓN EN MEDICINA INTERNA
4952,6091301010,ESPECIALIZACIÓN EN ANESTESIOLOGÍA
4953,6091305005,ESPECIALIZACIÓN EN CIRUGÍA GENERAL
4954,7072100025,MAESTRÍA EN SEGURIDAD ALIMENTARIA
4955,8052200014,"DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN MATERIALES, NANOCIENCIAS Y QUÍMICA ORGÁNICA"
4956,6091316008,ESPECIALIZACIÓN EN GINECOLOGÍA Y OBSTETRICIA
4957,8062200007,DOCTORADO EN TECNOLOGÍA DE INFORMACIÓN Y NEGOCIOS ELECTRÓNICOS
4958,7071600019,MAESTRÍA EN INGENIERÍA AMBIENTAL Y DESARROLLO SUSTENTABLE
4959,7031400001,MAESTRÍA EN DESARROLLO Y SECTORIAL ESTRATÉGICO
4960,7042200032,MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE NEGOCIOS GASTRONÓMICOS
4961,7012500028,MAESTRÍA EN INVESTIGACIÓN Y DOCENCIA ODONTOLÓGICA
4962,7031500039,MAESTRÍA EN ORIENTACIÓN Y DESARROLLO FAMILIAR
4963,7093204005,MAESTRÍA EN CIENCIAS ODONTOLÓGICAS: ORTODONCIA
4964,7031100159,MAESTRÍA EN PSICOLOGÍA DEL TRABAJO Y DE LAS ORGANIZACIONES
4965,7062200058,MAESTRÍA EN TECNOLOGÍAS DE INFORMACIÓN Y NEGOCIOS ELECTRÓNICOS
4966,7021100015,MAESTRÍA EN BIENES CULTURALES DE ORIGEN ECLESIÁSTICO
4967,7031300046,MAESTRÍA EN CIENCIAS Y GESTIÓN POLÍTICA
4968,6095300003,ESPECIALIDAD EN CIENCIAS DE LABORATORIO CLÍNICO
4969,6011400007,ESPECIALIDAD EN DOCENCIA DIGITAL
4970,6041200035,ESPECIALIDAD EN GESTIÓN DE COMUNIDADES VIRTUALES
4971,6031100058,ESPECIALIDAD EN TANATOLOGÍA HUMANISTA
4972,7012200010,MAESTRÍA EN ESTRATEGIAS DIDÁCTICAS APLICADAS EN PRIMARIA
4973,7012300017,MAESTRÍA EN ESTRATEGIAS DIDÁCTICAS APLICADAS EN SECUNDARIA
4974,7012100007,MAESTRIA EN ESTRATEGIAS DIDÁCTICAS APLICADAS A PREESCOLAR
4975,7052100003,MAESTRIA EN CIENCIAS FISICAS
4976,6033100101,ESPECIALIDAD EN SISTEMAS DE JUSTICIA PARA ADOLESCENTES
4977,7041400048,MAESTRIA EN ESTUDIOS FISCALES
4978,6091315004,ESPECIALIDAD EN GERIATRÍA Y REHABILITACIÓN
4979,6092202008,ESPECIALIDAD EN ENFERMERÍA EN TERAPIA INTENSIVA
4980,7031400030,MAESTRÍA EN DESARROLLO ECONÓMICO Y SECTORIAL ESTRATÉGICO
4981,7042500095,MAESTRÍA EN ADMINISTRACIÓN Y DIRECCIÓN DEPORTIVA
4982,7021400018,MAESTRÍA EN ARTE CINEMATOGRÁFICO Y MULTIMEDIA
4983,7033100196,MAESTRÍA EN ARGUMENTACIÓN JUDICIAL
4984,7071400005,MAESTRÍA EN PETROQUÍMICA E INGENIERÍA BÁSICA
4985,7091317001,MAESTRÍA EN LABORATORIO DE HEMATOLOGÍA
4986,8051100018,DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN MICROBIOLOGÍA
4987,7052100025,MAESTRÍA EN ASTROFÍSICA PLANETARIA Y TECNOLOGÍAS AFINES
4988,8062200008,DOCTORADO EN INGENIERÍA CON ORIENTACIÓN EN TECNOLOGÍAS DE LA INFORMACIÓN
4989,7052200015,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA CON ORIENTACIÓN EN NANOTECNOLOGÍA
4990,7033100197,MAESTRIA EN MECANISMOS DE SOLUCIÓN DE CONTROVERSIAS
4991,7011400037,MAESTRÍA EN TECNOLOGÍAS EDUCATIVAS
4992,6095500001,ESPECIALIDAD EN OPTOMETRÍA FUNCIONAL
4993,7072100003,"MAESTRÍA EN CIENCIAS CON ACENTUACIÓN EN: ALIMENTOS, ENTOMOLOGÍA MÉDICA, MANEJO Y ADMINISTRACIÓN DE R"
4994,7033100198,MAESTRÍA EN DERECHO PENAL CON FORMACIÓN EN SISTEMA ACUSATORIO ADVERSARIAL
4995,7033100199,MAESTRÍA EN DERECHO CIVIL CON FORMACIÓN EN JUICIOS ORALES
4996,7033100200,MAESTRÍA EN DERECHO LABORAL CON FORMACIÓN EN MEDIOS ALTERNATIVOS
4997,7033100201,MAESTRÍA EN DERECHO CONSTITUCIONAL Y AMPARO CON FORMACIÓN EN DERECHOS HUMANOS
4998,7033100202,MAESTRÍA EN MEDIOS ALTERNATIVOS EN SOLUCIÓN DE CONFLICTOS
4999,8042500009,DOCTORADO EN GESTIÓN Y POLÍTICA EDUCATIVA
5000,6021400009,ESPECIALIDAD EN ANIMACION E INTERACTIVIDAD ENRIQUECIDA
5001,7042500082,MAESTRÍA EN GESTIÓN Y ADMINISTRACIÓN EN SALUD PUBLICA
5002,8042500010,DOCTORADO EN GESTIÓN Y POLÍTICA EDUCATIVA
5003,7081100001,MAESTRÍA EN CIENCIAS EN BIOPROSPECCIÓN Y SUSTENTABILIDAD AGRÍCOLA EN EL TRÓPICO
5004,7031100160,MAESTRÍA EN INTERVENCIÓN PSICOTERAPEÚTICA
5005,7081100069,MAESTRÍA EN CIENCIAS EN AGROECOSISTEMAS SOSTENIBLES
5006,6071100004,ESPECIALIDAD EN DISEÑO MECATRONICO
5007,8033100035,DOCTORADO EN DERECHO Y ARGUMENTACIÓN JURÍDICA
5008,8031500007,DOCTORADO EN FAMILIA
5009,8012702003,DOCTORADO EN EDUCACIÓN ESPECIAL
5010,7041400046,MAESTRÍA EN CONTRIBUCIONES TRIBUTARIAS
5011,7042100231,MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN FINANZAS Y CAPITAL HUMANO
5012,7012702022,MAESTRÍA EN AUDICIÓN Y LENGUAJE
5013,7062200059,MAESTRÍA EN DIRECCIÓN DE TECNOLOGÍA DE INFORMACIÓN Y COMUNICACIONES
5014,7011200063,MAESTRÍA EN TECNO INNOVACIÓN EDUCATIVA
5015,7042100232,MAESTRÍA EN ALTA DIRECCIÓN Y GESTIÓN EMPRESARIAL
5016,7042100011,MAESTRÍA EN DIRECCIÓN DE PROYECTOS PRODUCTIVOS
5017,7071700004,MAESTRÍA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS
5018,7072000016,MAESTRÍA EN INGENIERÍA DEL PRODUCTO
5019,6042100068,ESPECIALIDAD EN COMPETITIVIDAD E INNOVACIÓN EMPRESARIAL
5020,6041200036,ESPECIALIDAD EN ESTRATEGIAS DE MERCADOTECNIA Y COMERCIALIZACIÓN
5021,6042100069,ESPECIALIDAD EN GESTIÓN DEL CAMBIO ORGANIZACIONAL
5022,7042000022,MAESTRÍA EN INNOVACIÓN
5023,7042400038,MAESTRÍA EN GESTIÓN DE LA INGENIERÍA
5024,6031100059,ESPECIALIDAD EN CLÍNICA PSICOANALÍTICA
5025,6011100027,ESPECIALIDAD EN EDUCACIÓN PARA EL DESARROLLO HUMANO SUSTENTABLE
5026,6031100060,ESPECIALIDAD EN CLÍNICA SISTÉMICA
5027,6042100070,ESPECIALIDAD EN RESPONSABILIDAD SOCIAL Y SOSTENIBILIDAD EN LAS ORGANIZACIONES
5028,6033100102,ESPECIALIDAD EN DERECHO ENERGÉTICO
5029,8062200009,DOCTORADO EN INGENIERÍA CON ORIENTACIÓN EN COMPUTACIÓN Y MECATRÓNICA
5030,8033100003,DOCTORADO EN DERECHOS HUMANOS
5031,8041300004,DOCTORADO EN FINANZAS
5032,7033100203,MAESTRÍA EN JUICIOS ORALES Y PROCESO PENAL ACUSATORIO
5033,7042100233,MAESTRÍA EN LOGÍSTICA Y ADMINISTRACIÓN EN LA CADENA DE SUMINISTROS
5034,7104100004,MAESTRÍA EN SEGURIDAD CIUDADANA
5035,7021600015,MAESTRÍA EN DISEÑO ESTRATEGICO DIGITAL
5036,7021400019,MAESTRIA EN GESTION DE LA FOTOGRAFIA
5037,7012000050,MAESTRIA EN EDUCACION Y DESARROLLO DE LA PRACTICA EDUCATIVA
5038,7033100001,MAESTRÍA EN DERECHOS HUMANOS Y PERSPECTIVA DE GÉNERO
5039,7042500083,MAESTRÍA EN ADMINISTRACIÓN DE HOSPITALES Y SISTEMAS DE SALUD
5040,7011400026,MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN EDUCACIÓN TECNOLÓGICA
5041,7091316003,MAESTRÍA EN GINECOLOGÍA Y OBSTETRICIA
5042,7042100234,"MAESTRÍA EN DIRECCIÓN ESTRATÉGICA CON ENFOQUE EN GERENCIA, EMPRESAS FAMILIARES Y MARKETING"
5043,6021600011,ESPECIALIDAD EN ARQUITECTURA DE INTERIORES
5044,7011400035,MAESTRÍA EN DOCENCIA Y AMBIENTES VIRTUALES
5045,7031100161,MAESTRÍA EN PSICOLOGÍA INFANTOJUVENIL
5046,7031300047,MAESTRÍA EN ANÁLISIS POLÍTICO
5047,7042300051,"MAESTRÍA EN GESTIÓN, DESARROLLO Y GOBIERNO"
5048,7022200015,MAESTRÍA EN LINGÜÍSTICA APLICADA A LA ENSEÑANZA DEL INGLÉS
5049,8021100001,DOCTORADO INTERINSTITUCIONAL EN ARTE Y CULTURA
5050,7041100058,"MAESTRÍA EN LOGÍSTICA, DESPACHO Y DEFENSA DEL COMERCIO INTERNACIONAL"
5051,7051300059,MAESTRÍA EN MEDIO AMBIENTE CON ENFOQUE EN SUSTENTABILIDAD
5052,7081100070,MAESTRÍA INTERNACIONAL EN AGRICULTURA PROTEGIDA
5053,8033100036,"DOCTORADO EN ESTUDIOS JURÍDICOS, POLÍTICOS Y DE GOBIERNO"
5054,6041300019,ESPECIALIDAD EN METODOS CUANTITATIVOS EN FINANZAS
5055,7073100076,MAESTRIA EN ARQUITECTURA Y SOSTENIBILIDAD
5056,8032100001,DOCTORADO EN INVESTIGACION DE LA COMUNICACION
5057,7032100039,MAESTRÍA EN GUIÓN
5058,7042100235,MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS PARA LA SUSTENTABILIDAD
5059,8042100027,DOCTORADO EN GESTIÓN Y POLÍTICAS DE INNOVACIÓN
5060,6042100071,ESPECIALIDAD EN GESTIÓN ESTRATÉGICA DE LA INNOVACIÓN Y LA PROPIEDAD INDUSTRIAL
5061,8052200015,DOCTORADO EN NANOCIENCIAS Y MICRO-NANOTECNOLOGÍAS
5062,6073100019,ESPECIALIDAD EN ARQUITECTURA Y DISEÑO SUSTENTABLE
5063,6021600010,ESPECIALIDAD EN DISEÑO INTERIOR ARQUITECTÓNICO
5064,6091335007,ALTA ESPECIALIDAD EN GLAUCOMA
5065,6091332006,ALTA ESPECIALIDAD EN BRONCOSCOPIA Y NEUMOLOGÍA INTERVENCIONISTA
5066,6091332007,ESPECIALIZACIÓN EN CUIDADOS RESPIRATORIOS CON APLICACIÓN EN BRONCOSCOPIA Y PROCEDIMIENTOS PLEUROPULMONARES ESPECIALES
5067,6091332008,ESPECIALIZACIÓN EN CUIDADOS RESPIRATORIOS CON APLICACIÓN EN LABORATORIO DE FUNCIÓN PULMONAR
5068,7031100162,MAESTRÍA EN PSICOLOGÍA DE LAS ORGANIZACIONES
5069,7073100013,MAESTRÍA EN PLANEACION ESTRATEGICA DE CIUDADES
5070,6021200002,ESPECIALIDAD EN EJECUCIÓN MUSICAL
5071,7042500084,MAESTRÍA EN GESTIÓN DE SERVICIOS DE SALUD
5072,7041300045,MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN  EN FINANZAS CAPITAL HUMANO
5073,7041200008,MAESTRÍA EN ADMINISTRACIÓN Y MERCADOTECNIA
5074,7041200092,MAESTRÍA EN INTELIGENCIA DE MERCADOS
5075,7031100186,MAESTRÍA EN CRECIMIENTO Y DESARROLLO HUMANO
5076,8095600013,DOCTORADO EN SALUD PUBLICA Y GESTIÓN  SANITARIA
5077,7042500043,MAESTRIA EN ADMINISTRACIÓN DE LA EDUCACIÓN SUPERIOR
5078,7031100163,MAESTRIA  EN TERAPIA FAMILIAR PARA LA ATENCIÓN DE ADICCIONES Y VIOLENCIA
5079,7031100164,MAESTRÍA EN TERAPIA FAMILIAR SISTÉMICO – RELACIONAL
5080,7033100204,MAESTRÍA EN SISTEMAS ALTERNATIVOS DE RESOLUCIÓN DE CONTROVERSIAS
5081,7051200023,MAESTRÍA EN CIENCIAS EN ECOLOGÍA Y BIOTECNOLOGÍA
5082,6021100008,ESPECIALIDAD EN DISEÑO Y ASESORÍA DE IMAGEN PERSONAL
5083,7011200065,MAESTRIA EN EDUCACIÓN CON ACENTUACIÓN EN INNOVACIÓN Y GESTIÓN DE LA CALIDAD.
5084,7042100062,"MAESTRÍA EN ADMINISTRACIÓN (CONTABILIDAD GERENCIAL, ADMINISTRACIÓN FINANCIERA, AUDITORÍA, FISCAL, TE"
5085,6031100061,ESPECIALIDAD EN ORIENTACIÓN PSICOLÓGICA
5086,7033100005,MAESTRÍA EN ADMINISTRACIÓN ÁREA DERECHO Y CORPORATIVO Y FINANZAS
5087,6011200015,ESPECIALIDAD EN POLÍTICA Y GESTIÓN DE LA EVALUACION EDUCATIVA
5088,6031300002,ESPECIALIDAD EN POLÍTICA Y GESTIÓN DEL DESARROLLO SOCIAL
5089,8011200002,DOCTORADO EN INVESTIGACION PARA LA EDUCACION
5090,6012000015,ESPECIALIDAD EN DOCENCIA CON OPCIÓN MAESTRÍA EN DOCENCIA
5091,7033100009,MAESTRÍA FISCAL EN EL AREA DE SEGURIDAD SOCIAL
5092,7033100010,MAESTRIA FISCAL EN EL AREA DE MEDIOS DE DEFENSA
5093,6091342001,ESPECIALIDAD EN CIRUGIA ENDOSCOPICA PEDIATRICA
5094,7012703001,MAESTRIA EN CIENCIAS DE LA EDUCACION Y ANDRAGOGIA
5095,6091345007,ESPECIALIDAD EN DIABETES MELLITUS EN EL NIÑO Y EL ADOLECENTE
5096,6091331001,ESPECIALIDAD EN TRANSPLANTE RENAL
5097,7031100165,MAESTRÍA EN COACHING TRANSPERSONAL
5098,8033100004,DOCTORADO EN ADMINISTRACIÓN DE JUSTICIA
5099,7073100015,MAESTRÍA EN GESTIÓN Y DESARROLLO URBANO
5100,6033100103,ESPECIALIDAD EN DERECHO COMPARADO
5101,7042100236,MAESTRÍA EN MARCO LEGAL Y ADMINISTRATIVO DE LAS EMPRESAS
5102,7042100237,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS PARA EJECUTIVOS
5103,6071200005,ESPECIALIDAD EN EFICIENCIA ENERGÉTICA Y DOMÓTICA
5104,6092208001,ESPECIALIDAD EN ENFERMERÍA NEFROLÓGICA
5105,6042000004,ESPECIALIDAD EN EVALUACIÓN Y Y GESTIÓN PARA RESULTADOS
5106,7072400001,MAESTRÍA EN ADMINISTRACIÓN Y ECONOMÍA MINERA
5107,6042100072,ESPECIALIDAD EN DIRECCIÓN DEL CAPITAL HUMANO
5108,6072000008,ESPECIALIDAD EN ENVASE Y EMBALAJE
5109,8031100025,DOCTORADO EN INVESTIGACIÓN EN PSICOANALISIS
5110,7042000023,MAESTRÍA EN PROYECTOS DE INVERSIÓN URBANO SUSTENTABLES
5111,8071300019,DOCTORADO EN CIENCIAS EN ELECTRÓNICA
5112,7031100166,MAESTRÍA EN PRÁCTICAS COLABORATIVAS Y DIALÓGICAS
5113,8042100014,DOCTORADO EN ALTA DIRECCIÓN Y NEGOCIOS
5114,7042100238,MAESTRÍA EN ADMINISTRACIÓN GERENCIAL
5115,7012200002,MAESTRÍA EN EDUCACION BASICA CON ACENTUACION EN PREESCOLAR Y PRIMARIA
5116,7012601007,MAESTRÍA EN EDUCACION FISICA EN EL AREA DE RECREACION Y ADMINISTRACIÓN DEL TIEMPO LIBRE
5117,7033100205,MAESTRÍA EN DERECHO AMBIENTAL
5118,6031500002,ESPECIALIDAD EN PREVENCIÓN SOCIAL Y TRATAMIENTO DE ADOLESCENTES
5119,6092208007,ESPECIALIDAD EN ENFERMERIA NEFROLOGIA
5120,6031100062,ESPECIALIDAD EN PSICOTERAPIA INFANTIL HUMANISTA INTEGRATIVA
5121,6031100063,ESPECIALIDAD EN PSICOTERAPIA HUMANISTA INTEGRATIVA
5122,7031100167,MAESTRÍA EN PSICOTERAPIA HUMANISTA INTEGRATIVA
5123,7031100168,MAESTRÍA EN PSICOTERAPIA INFANTIL HUMANISTA INTEGRATIVA
5124,7011300025,MAESTRÍA EN PSICOPEDAGOGÍA E INNOVACIÓN EDUCATIVA
5125,7031100169,MAESTRÍA EN INTERVENCION PSICOLÓGICA MULTIDISCIPLINARIA
5126,7033100206,MAESTRÍA EN JUICIOS ORALES EN EL PROCEDIMIENTO ADVERSARIAL ACUSATORIO
5127,7042100239,MAESTRÍA EN GESTIÓN Y DESARROLLO EMPRESARIAL
5128,7011300026,MAESTRÍA EN DESARROLLO HUMANO CON ORIENTACIÓN PEDAGÓGICA
5129,8042100028,DOCTORADO EN INNOVACIÓN Y ADMINISTRACIÓN DE LAS ORGANIZACIONES
5130,7031100170,MAESTRÍA INTERVENCIÓN  PSICOLÓGICA  MULTIDISCIPLINAR
5131,7033100207,MAESTRÍA EN JUICIOS ORALES EN EL PROCEDIMIENTO ADVERSIAL ACUSATORIO
5132,8042100029,DOCTORADO INNOVACIÓN Y ADMINISTRACIÓN DE LAS ORGANIZACIONES
5133,6033100104,ESPECIALIDAD EN DERECHO COMPARADO
5134,6033100105,ESPECIALIDAD EN ESTUDIOS DIPLOMATICOS
5135,6022200007,ESPECIALIDAD EN TERMINOLOGÍA
5136,6033100106,ESPECIALIDAD EN DERECHO PROCESAL ACUSATORIO
5137,8011200003,DOCTORADO EN INVESTIGACIÓN Y DOCENCIA
5138,7073100091,MAESTRÍA EN CONSERVACIÓN Y RESTAURACIÓN DEL PATRIMONIO HISTÓRICO EDIFICADO
5139,6021100005,ESPECIALIDAD EN CONSERVACIÓN Y RESTAURACIÓN DEL PATRIMONIO HISTÓRICO EDIFICADO
5140,7051300060,MAESTRÍA EN DESARROLLO SUSTENTABLE Y GESTIÓN AMBIENTAL
5141,6104100003,ESPECIALIDAD EN EVALUACIÓN AMBIENTAL Y PROTECCIÓN CIVIL
5142,6031200011,ESPECIALIDAD EN ANTROPOLOGÍA FORENSE
5143,7012400021,MAESTRÍA EN MATEMÁTICA EDUCATIVA Y DOCENCIA
5144,7042100262,MAESTRÍA EN CALIDAD TOTAL SEIS SIGMA
5145,7011200062,MAESTRÍA EN GESTIÓN E INTERVENCIÓN EDUCATIVA
5146,6092202009,ESPECIALIDAD EN ENFERMERÍA CON ÉNFASIS EN ENFERMERÍA EN CUIDADOS INTENSIVOS
5147,6092204006,ESPECIALIDAD EN ENFERMERÍA CON ÉNFASIS EN ENFERMERÍA EN SALUD PÚBLICA Y COMUNITARIA
5148,6092207005,ESPECIALIDAD EN ENFERMERÍA CON ÉNFASIS EN ENFERMERÍA QUIRURGICA
5149,8042100015,DOCTORADO EN GESTIÓN ESTRATÉGICA DE NEGOCIOS
5150,6092206008,ESPECIALIDAD EN ENFERMERÍA CON ÉNFASIS EN ENFERMERÍA PEDIÁTRICA
5151,6092100002,ESPECIALIDAD EN ENFERMERÍA CON ÉNFASIS EN GERENCIA DE CUIDADOS DE ENFERMERÍA
5152,7031100171,MAESTRÍA EN PSICOLOGÍA CLÍNICA Y EDUCATIVA
5153,7072400014,MAESTRÍA EN INGENIERÍA EN GAS Y PETRÓLEO
5154,7022200014,MAESTRÍA EN COMPETENCIAS TRADUCTORAS
5155,7103100008,"MAESTRÍA EN CIENCIAS ÁREA SALUD, SEGURIDAD E HIGIENE EN EL TRABAJO"
5156,7031100004,MAESTRÍA EN PSICOLOGÍA DE LA EDUCACIÓN
5157,7051300003,MAESTRÍA EN PATRIMONIO Y DESARROLLO SUSTENTABLE
5158,6073100002,ESPECIALIDAD EN PATRIMONIO Y DESARROLLO SUSTENTABLE
5159,8101100002,DOCTORADO EN INVESTIGACIÓN EN CIENCIAS DEL DEPORTE
5160,6033100107,ESPECIALIDAD EN JUICIOS ORALES EN EL SISTEMA ACUSATORIO ADVERSARIAL
5161,7031400032,MAESTRÍA EN CIENCIAS ECONÓMICO ADMINISTRATIVAS
5162,7095200014,MAESTRÍA EN CIENCIAS EN BIOMEDICINA
5163,7042100030,MAESTRÍA EN ESTRATEGIA DE NEGOCIOS INTERNACIONALES
5164,6033100108,"ESPECIALIDAD EN DERECHO FAMILIAR, CIVIL Y MERCANTIL"
5165,7042300052,MAESTRÍA EN GESTIÓN E INNOVACIÓN PÚBLICA
5166,6033100109,ESPECIALIDAD EN JUSTICIA CONSTITUCIONAL Y AMPARO
5167,7031100189,MAESTRÍA EN CIENCIAS EN NEUROMETABOLISMO
5168,7032100040,MAESTRÍA EN COMUNICACIÓN Y CULTURA DIGITAL
5169,7021100004,MAESTRÍA EN ARTE CONTEMPORÁNEO Y CULTURA VISUAL
5170,6091337007,ESPECIALIDAD MÉDICA Y QUIRÚRGICA DE LOS PADECIMIENTOS DE LA COLUMNA VERTEBRAL
