NP,CLAVE,NOMBRE
2754,8053100003,DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN MATEMÁTICAS BÁSICAS
2755,8053100004,DOCTORADO EN CIENCIAS EN MATEMÁTICA EDUCATIVA
2756,8053100005,DOCTORADO EN CIENCIAS EN MATEMÁTICAS
2757,8053100006,DOCTORADO EN CIENCIAS MATEMÁTICAS
2758,8053100007,DOCTORADO EN MATEMÁTICA EDUCATIVA
2759,8053100008,DOCTORADO EN MATEMÁTICAS
2760,8053200002,DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN PROBABILIDAD Y ESTADÍSTICA
2761,8053200003,DOCTORADO EN CIENCIAS EN ESTADÍSTICA Y CALCULO
2762,8061100001,DOCTORADO EN CIENCIAS COMPUTACIONALES
2763,8061100002,DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN CIENCIAS DE LA COMPUTACIÓN
2764,8061100003,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN
2765,8061100004,DOCTORADO EN CIENCIAS EN CIENCIAS COMPUTACIONALES
2766,8061100005,DOCTORADO EN CIENCIAS EN CIENCIAS DE LA COMPUTACIÓN
2767,8061100006,DOCTORADO EN CIENCIAS EN COMPUTACIÓN
2768,8061100007,DOCTORADO EN CIENCIAS EN EL ÁREA DE CIENCIAS COMPUTACIONALES
2769,8061300001,DOCTORADO EN INGENIERÍA DE SOFTWARE
2770,8071000001,DOCTORADO EN CIENCIA APLICADA Y TECNOLOGÍA AVANZADA
2771,8071000002,DOCTORADO EN CIENCIA Y TECNOLOGÍA
2772,8071000003,DOCTORADO EN CIENCIAS DE INGENIERÍA
2773,8071000004,DOCTORADO EN CIENCIAS E INGENIERÍA
2774,8011400009,"DOCTORADO EN EDUCACIÓN DE LAS CIENCIAS, INGENIERÍA Y TECNOLOGÍA"
2775,8071000005,DOCTORADO EN INGENIERÍA
2776,8071000006,DOCTORADO EN INGENIERÍA Y CIENCIAS APLICADAS
2777,8062200001,DOCTORADO EN INGENIERÍA Y TECNOLOGÍA
2778,8071000007,DOCTORADO EN TECNOLOGÍA AVANZADA
2779,8052200016,DOCTORADO EN CIENCIAS (EN LA ESPECIALIDAD DE CIENCIAS DE LOS MATERIALES)
2780,8052200017,DOCTORADO EN CIENCIAS DE LOS MATERIALES
2781,8072300001,DOCTORADO EN CIENCIAS E INGENIERÍA DE MATERIALES
2782,8071700001,DOCTORADO EN CIENCIAS EN INGENIERÍA INDUSTRIAL
2783,8071100001,DOCTORADO EN CIENCIAS EN INGENIERÍA MECÁNICA
2784,8071300002,DOCTORADO EN CIENCIAS EN INGENIERÍA MECATRÓNICA
2785,8072400001,DOCTORADO EN CIENCIAS EN INGENIERÍA METALÚRGICA Y CERÁMICA
2786,8072400002,DOCTORADO EN CIENCIAS EN METALURGIA Y CIENCIAS DE LOS MATERIALES
2787,8071400001,DOCTORADO EN INGENIERÍA DE MATERIALES
2788,8071000013,DOCTORADO EN INGENIERÍA FÍSICA INDUSTRIAL
2789,8071700002,DOCTORADO EN INGENIERÍA INDUSTRIAL
2790,8071100002,DOCTORADO EN INGENIERÍA MECÁNICA
2791,8071300003,DOCTORADO EN INGENIERÍA MECATRÓNICA
2792,8071300004,DOCTORADO EN MECATRÓNICA
2793,8072400003,DOCTORADO EN METALURGIA Y CIENCIAS DE LOS MATERIALES
2794,8071100003,DOCTORADO INTERINSTITUCIONAL EN CIENCIA Y TECNOLOGÍA CON ORIENTACIÓN EN DISEÑO Y DESARROLLO DE SISTEMAS MECÁNICOS
2795,8071300005,DOCTORADO INTERINSTITUCIONAL EN CIENCIA Y TECNOLOGÍA CON ORIENTACIÓN EN MECATRÓNICA
2796,8071200002,DOCTORADO EN CIENCIAS EN INGENIERÍA ELÉCTRICA
2797,8071200003,DOCTORADO EN CIENCIAS EN INGENIERÍA ELÉCTRICA OPCIÓN: SISTEMAS DE CONTROL
2798,8071200004,DOCTORADO EN DISPOSITIVOS SEMICONDUCTORES
2799,8071200005,DOCTORADO EN INGENIERÍA ELÉCTRICA
2800,8061100013,DOCTORADO EN CIENCIA E INGENIERÍA DE LA COMPUTACIÓN
2801,8061100014,DOCTORADO EN CIENCIAS E INGENIERÍA DE LA COMPUTACIÓN
2802,8071300007,DOCTORADO EN CIENCIAS EN CONTROL AUTOMÁTICO
2803,8062100001,DOCTORADO EN CIENCIAS EN ELECTRÓNICA Y TELECOMUNICACIONES
2804,8071300008,DOCTORADO EN CIENCIAS EN INGENIERÍA ELECTRÓNICA
2805,8071300009,DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD DE ELECTRÓNICA
2806,8071300010,DOCTORADO EN CIENCIAS EN ROBÓTICA Y MANUFACTURA AVANZADA
2807,8062100002,DOCTORADO EN COMUNICACIONES Y ELECTRÓNICA
2808,8071300011,DOCTORADO EN ELECTRÓNICA
2809,8061300003,DOCTORADO EN INGENIERÍA CON ESPECIALIDAD EN INGENIERÍA DE SISTEMAS
2810,8071300012,DOCTORADO EN INTELIGENCIA ARTIFICIAL
2811,8062200004,DOCTORADO EN TECNOLOGÍA DE INFORMACIÓN Y ANÁLISIS DE DECISIONES
2812,8062200005,DOCTORADO EN TECNOLOGÍAS DE INFORMACIÓN
2813,8062200006,DOCTORADO EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES
2814,8051200025,DOCTORADO EN BIOTECNOLOGÍA
2815,8051200026,DOCTORADO EN BIOTECNOLOGÍA DE LAS PLANTAS
2816,8051200027,DOCTORADO EN BIOTECNOLOGÍA OPCIÓN BIOCATÁLISIS
2817,8072300002,DOCTORADO EN CIENCIA Y TECNOLOGÍA DE MATERIALES
2818,8081100002,DOCTORADO EN CIENCIAS BIOLÓGICAS OPCIÓN EN BIOTECNOLOGÍA MOLECULAR AGROPECUARIA
2819,8095200008,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN BIOMEDICINA Y BIOTECNOLOGÍA MOLECULAR
2820,8051200028,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGÍA
2821,8051200029,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGÍA DE PLANTAS
2822,8051200030,DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN BIOTECNOLOGÍA
2823,8071400002,DOCTORADO EN CIENCIAS DE BIOPROCESOS
2824,8081100001,DOCTORADO EN CIENCIAS EN AGROBIOTECNOLOGÍA
2825,8051200031,DOCTORADO EN CIENCIAS EN BIOTECNOLOGÍA
2826,8052200018,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA
2827,8071400003,DOCTORADO EN CIENCIAS EN PROCESOS BIOTECNOLÓGICOS
2828,8051200032,DOCTORADO EN ECOLOGÍA Y BIOTECNOLOGÍA APLICADA
2829,8071400004,DOCTORADO EN ELECTROQUÍMICA
2830,8071400005,DOCTORADO EN INGENIERÍA QUÍMICA
2831,8071400006,DOCTORADO INSTITUCIONAL EN INGENIERÍA  Y CIENCIA DE MATERIALES
2832,8071600002,DOCTORADO EN CIENCIA Y TECNOLOGÍA AMBIENTAL
2833,8071600003,DOCTORADO EN INGENIERÍA AMBIENTAL
2834,8071700003,DOCTORADO EN CIENCIA Y TECNOLOGÍA CON ESPECIALIDAD EN INGENIERÍA INDUSTRIAL Y DE MANUFACTURA
2835,8071700004,DOCTORADO EN CIENCIAS EN INGENIERÍA DE SISTEMAS DE PRODUCCIÓN
2836,8061300006,DOCTORADO EN INGENIERÍA EN SISTEMAS
2837,8071700005,DOCTORADO EN SISTEMAS INTEGRADOS DE MANUFACTURA Y ESTRATEGIAS DE CALIDAD
2838,8072100004,DOCTORADO EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS
2839,8072100005,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN ALIMENTOS
2840,8072100006,DOCTORADO EN CIENCIAS DE ALIMENTOS
2841,8072100007,DOCTORADO EN CIENCIAS DE LOS ALIMENTOS
2842,8072100008,DOCTORADO EN CIENCIAS DE LOS ALIMENTOS Y BIOTECNOLOGÍA
2843,8072100009,DOCTORADO EN CIENCIAS EN ALIMENTOS
2844,8052200019,DOCTORADO EN MATERIALES POLIMÉRICOS
2845,8072400004,DOCTORADO EN INGENIERÍA DE MINERALES
2846,8072400005,DOCTORADO EN INGENIERÍA PETROLERA Y GAS NATURAL
2847,8073100006,DOCTORADO EN ARQUITECTURA
2848,8073100007,DOCTORADO EN ARQUITECTURA CON ESPECIALIDAD EN RESTAURACIÓN DE SITIOS Y MONUMENTOS
2849,8073100008,"DOCTORADO EN ARQUITECTURA, DISEÑO Y URBANISMO"
2850,8073100009,DOCTORADO EN CIENCIAS DE LA ARQUITECTURA
2851,8073100010,"DOCTORADO EN CIUDAD, TERRITORIO Y SUSTENTABILIDAD"
2852,8073100011,DOCTORADO EN URBANISMO
2853,8073200001,DOCTORADO EN INGENIERÍA CIVIL
2854,8073200006,DOCTORADO EN INGENIERÍA DE MATERIALES DE CONSTRUCCIÓN Y ESTRUCTURAS
2855,8073200002,DOCTORADO EN INGENIERÍA ESTRUCTURAL
2856,8081100005,DOCTORADO EN AGROECOSISTEMAS TROPICALES
2857,8081100006,DOCTORADO EN CIENCIAS AGRARIAS
2858,8081100007,DOCTORADO EN CIENCIAS AGRÍCOLAS
2859,8081100008,DOCTORADO EN CIENCIAS AGROPECUARIAS Y FORESTALES
2860,8081100009,DOCTORADO EN CIENCIAS AGROPECUARIAS Y RECURSOS NATURALES
2861,8081100010,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN ESTRATEGIAS PARA EL DESARROLLO AGRÍCOLA
2862,8082100001,DOCTORADO EN CIENCIAS DE LA PRODUCCIÓN Y DE LA SALUD ANIMAL
2863,8081100011,DOCTORADO EN CIENCIAS EN EDAFOLOGÍA
2864,8051100023,DOCTORADO EN CIENCIAS EN FITOPATOLOGÍA
2865,8081200001,DOCTORADO EN CIENCIAS EN FRUTICULTURA
2866,8081100012,DOCTORADO EN CIENCIAS EN GANADERÍA
2867,8052300014,DOCTORADO EN CIENCIAS EN HIDROCIENCIAS
2868,8081100013,DOCTORADO EN CIENCIAS EN PARASITOLOGÍA AGRÍCOLA
2869,8081100014,DOCTORADO EN CIENCIAS EN PRODUCCIÓN DE SEMILLAS
2870,8081100015,DOCTORADO EN CIENCIAS EN ZOOTECNIA
2871,8081100017,DOCTORADO EN ENTOMOLOGÍA ACAROLOGÍA
2872,8081100018,DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA
2873,8051300027,DOCTORADO EN MANEJO SUSTENTABLE DE LOS RECURSOS NATURALES EN ZONAS ÁRIDAS Y SEMIÁRIDAS
2874,8081200002,DOCTORADO EN HORTICULTURA
2875,8081300001,DOCTORADO EN CIENCIAS EN FORESTALES
2876,8081400001,DOCTORADO EN ECOLOGÍA Y PESQUERÍA
2877,8081100029,DOCTORADO CLÁSICO EN CIENCIAS BIOLÓGICO AGROPECUARIAS
2878,8081100030,DOCTORADO EN CIENCIAS AGROPECUARIAS
2879,8082100002,DOCTORADO EN CIENCIAS VETERINARIAS
2880,8091345001,DOCTORADO EN CIENCIAS DE LA SALUD
2881,8091345002,DOCTORADO EN CIENCIAS DE LA SALUD ORIENTACIÓN EN INVESTIGACIÓN CLÍNICA
2882,8091345003,DOCTORADO EN CIENCIAS MÉDICAS
2883,8091345004,DOCTORADO EN CIENCIAS MÉDICAS (SALUD)
2884,8091345005,DOCTORADO EN INVESTIGACIÓN CLÍNICA
2885,8091345006,DOCTORADO EN INVESTIGACIÓN EN MEDICINA
2886,8091100001,DOCTORADO EN MEDICINA
2887,8091315001,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN GERIATRÍA Y EN INVESTIGACIÓN CLÍNICA
2888,8095200007,DOCTORADO EN CIENCIAS BIOMÉDICAS INMUNOLOGÍA
2889,8092100001,DOCTORADO EN CIENCIAS DE ENFERMERÍA
2890,8093207001,DOCTORADO EN CIENCIAS ODONTOLÓGICAS
2891,8071000015,DOCTORADO EN INGENIERÍA BIOMÉDICA
2892,8094200001,DOCTORADO EN CIENCIAS EN NUTRICIÓN POBLACIONAL
2893,8095400001,"DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN FARMACIA, QUÍMICA"
2894,8095400002,DOCTORADO EN FARMACIA
2895,8091325001,DOCTORADO EN CIENCIAS DE LA SALUD EN EL TRABAJO
2896,8095600001,DOCTORADO EN CIENCIAS DE LA SALUD PÚBLICA
2897,8095600002,DOCTORADO EN CIENCIAS EN SALUD PÚBLICA CON ÁREA DE CONCENTRACIÓN EN ENFERMEDADES INFECCIOSAS
2898,8095600003,DOCTORADO EN CIENCIAS EN SALUD PÚBLICA CON ÁREA DE CONCENTRACIÓN EN SISTEMAS DE SALUD
2899,8095600004,DOCTORADO EN CIENCIAS EN SALUD COLECTIVA
2900,8095600005,DOCTORADO EN CIENCIAS EN SALUD PÚBLICA CON ÁREA DE CONCENTRACIÓN EN EPIDEMIOLOGÍA
2901,8095600006,DOCTORADO EN EPIDEMIOLOGÍA
2902,8095600007,DOCTORADO EN SALUD PÚBLICA
2903,8042100024,DOCTORADO EN LOGÍSTICA Y DIRECCIÓN EN LA CADENA DE SUMINISTRO
2904,7062200054,MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN CON ACENTUACIÓN EN SISTEMAS DE INFORMACIÓN
2905,7062100026,MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN CON ACENTUACIÓN EN TELEMÁTICA
2906,6033100055,ESPECIALIDAD EN PROCURACIÓN DE JUSTICIA PENAL
2907,6042300006,"ESPECIALIDAD EN ADMINISTRACIÓN PÚBLICA FEDERAL, ESTATAL Y MUNICIPAL"
2908,7042100063,MAESTRÍA EN ADMINISTRACIÓN Y ECONOMÍA PÚBLICA
2909,7093203006,MAESTRÍA EN ODONTOLOGÍA PEDIÁTRICA
2910,7041400035,MAESTRÍA EN ESTRATEGIAS FISCALES CON ACENTUACIÓN NACIONAL
2911,7041400036,MAESTRÍA EN ESTRATEGIAS FISCALES CON ACENTUACIÓN INTERNACIONAL
2912,7031100113,MAESTRÍA EN ENFOQUES PSICOTERAPÉUTICOS COGNITIVO HUMANISTA
2913,7011100023,MAESTRÍA EN PEDAGOGÍA DE LAS CIENCIAS SOCIALES
2914,7011000006,MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN AMBIENTAL
2915,8011100020,DOCTORADO EN DESARROLLO HUMANO Y EDUCACIÓN
2916,6012000008,ESPECIALIDAD EN COMPETENCIAS PROFESIONALES PARA LA PRÁCTICA PEDAGÓGICA EN EDUCACIÓN BÁSICA
2917,7033100110,MAESTRÍA EN DERECHO PROCESAL PENAL ACUSATORIO
2918,7042100064,MAESTRÍA EN DISEÑO GERENCIAL
2919,7071200001,MAESTRÍA EN GESTIÓN DE PROYECTOS Y EFICIENCIA ENERGÉTICA
2920,7062200045,MAESTRÍA EN TECNOLOGÍA DE INTERNET
2921,7031100114,MAESTRÍA EN CONSEJERÍA Y EDUCACIÓN DE LA SEXUALIDAD
2922,7052100021,MAESTRÍA EN CIENCIAS FÍSICO MATEMÁTICAS
2923,8051100024,DOCTORADO EN CIENCIAS EN ECOFISIOLOGÍA Y RECURSOS GENÉTICOS
2924,7022300022,"MAESTRÍA EN ESTUDIOS INTERCULTURALES DE LENGUA, LITERATURA Y CULTURA ALEMANAS"
2925,7011300003,MAESTRÍA EN INTERVENCIÓN SOCIOEDUCATIVA
2926,7031300027,MAESTRÍA EN POLÍTICAS PÚBLICAS LOCALES
2927,7041100033,MAESTRÍA EN GESTIÓN DE NEGOCIOS
2928,7071300023,MAESTRÍA EN ROBÓTICA
2929,7072100023,MAESTRÍA EN CIENCIAS: PRODUCTOS NATURALES Y ALIMENTOS
2930,6042100002,ESPECIALIDAD EN GESTIÓN DEL TALENTO HUMANO
2931,7081300007,MAESTRÍA EN CIENCIAS EN CONSERVACIÓN DE LOS RECURSOS FORESTALES
2932,6073100001,ESPECIALIDAD EN DISEÑO DEL PAISAJE
2933,6042100048,ESPECIALIDAD EN GESTIÓN INTEGRAL DE EMPRESAS INDUSTRIALES
2934,6041200020,ESPECIALIDAD EN MERCADOTECNIA SECTORIAL
2935,6101600004,ESPECIALIDAD EN PRODUCTOS TURÍSTICOS
2936,6062200011,ESPECIALIDAD EN TECNOLOGÍA DE INTERNET
2937,6041200021,ESPECIALIDAD EN GESTIÓN DE IMAGEN CORPORATIVA
2938,7033100115,MAESTRÍA EN DERECHO CONSTITUCIONAL CONTEMPORÁNEO
2939,7042100168,MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS EN MERCADOS EMERGENTES
2940,6041100021,ESPECIALIDAD EN COMERCIO MINORISTA Y VENTAS
2941,6042100010,ESPECIALIDAD EN PLANEACIÓN ESTRATÉGICA Y COMERCIAL
2942,7011000007,MAESTRÍA EN EDUCACIÓN Y GESTIÓN DEL CONOCIMIENTO
2943,7011300021,MAESTRÍA EN NEUROPSICOLOGÍA Y EDUCACIÓN
2944,7041100034,MAESTRÍA EN NEGOCIOS DE INNOVACIÓN TECNOLÓGICA
2945,6031100036,ESPECIALIDAD EN DISEÑO Y ELABORACIÓN DE PERFILES PSICOLÓGICOS CRIMINOLÓGICOS
2946,7011000015,MAESTRÍA EN DESARROLLO DE LA PRÁCTICA EDUCATIVA EN EL MEDIO RURAL E INDÍGENA
2947,7012601009,MAESTRÍA EN EDUCACIÓN FÍSICA Y DEPORTE ESCOLAR
2948,7021600007,MAESTRÍA EN INTERIORISMO
2949,7032100029,MAESTRÍA EN COMUNICACIÓN EFECTIVA PARA LA INTERVENCIÓN SOCIAL
2950,7082100003,MAESTRÍA EN PRODUCCIÓN Y SANIDAD ANIMAL
2951,7033100116,MAESTRÍA EN DERECHO INTERNACIONAL PENAL
2952,7012400020,MAESTRÍA PARA LA DOCENCIA EN EDUCACIÓN MEDIA SUPERIOR
2953,7011500005,MAESTRÍA EN EDUCACIÓN CON ENFOQUE POR COMPETENCIA
2954,7021600008,MAESTRÍA EN ESTUDIOS Y PROCESOS CREATIVOS
2955,7011200078,MAESTRÍA EN EDUCACIÓN ÁREA GESTIÓN EDUCATIVA
2956,6061100001,ESPECIALIDAD EN COMPUTACIÓN ÓPTICA
2957,6072000006,ESPECIALIDAD EN OPTIMIZACIÓN
2958,7073100052,MAESTRÍA EN DESARROLLO URBANO SUSTENTABLE
2959,7095200010,MAESTRÍA EN CIENCIAS BIOMÉDICAS Y DE LA SALUD
2960,8012000002,DOCTORADO EN EXCELENCIA DOCENTE
2961,7011100050,MAESTRÍA EN DESARROLLO COGNITIVO
2962,7041200056,MAESTRÍA EN GERENCIA DE MERCADOTECNIA
2963,8012000005,DOCTORADO EN DESARROLLO Y DOCENCIA DEL DISEÑO
2964,7033100117,MAESTRÍA EN DERECHO ADMINISTRATIVO Y PROCURACIÓN DE JUSTICIA
2965,7042100169,MAESTRÍA EN ADMINISTRACIÓN PARA LA CALIDAD
2966,6032100006,ESPECIALIDAD EN COMUNICACIÓN ENFOCADA AL CLIENTE
2967,8011200012,DOCTORADO EN INVESTIGACIÓN EDUCATIVA APLICADA
2968,6041200001,ESPECIALIDAD EN MARKETING POLÍTICO
2969,7031400022,MAESTRÍA EN DESARROLLO ECONÓMICO Y COOPERACIÓN INTERNACIONAL
2970,8073100012,"DOCTORADO EN PROCESOS TERRITORIALES: REGIÓN, CIUDAD, ARQUITECTURA Y PATRIMONIO EDIFICADO"
2971,7073100053,MAESTRÍA EN INTERVENCIÓN SUSTENTABLE DEL PATRIMONIO EDIFICADO
2972,7091311001,MAESTRÍA EN TRATAMIENTO INTEGRAL DE LA OBESIDAD Y EL SÍNDROME METABÓLICO
2973,8051200024,DOCTORADO EN CIENCIAS QUÍMICAS Y BIOQUÍMICAS
2974,7051200027,MAESTRÍA EN CIENCIAS QUÍMICAS Y BIOQUÍMICAS
2975,7022200007,MAESTRÍA EN LENGUA EXTRANJERA (INGLÉS)
2976,7021600009,MAESTRÍA EN ARQUITECTURA DE INTERIORES
2977,7031100184,MAESTRÍA EN PSICOTERAPIA EN VIOLENCIA RELACIONAL Y TRASTORNOS DE ALIMENTACIÓN
2978,8081100019,DOCTORADO EN CIENCIAS EN AGRICULTURA TROPICAL SUSTENTABLE
2979,7042100264,MAESTRÍA EN ADMINISTRACIÓN DE OPERACIONES
2980,8031200001,DOCTORADO EN CIENCIAS Y HUMANIDADES PARA EL DESARROLLO INTERDISCIPLINARIO
2981,6031300019,ESPECIALIDAD EN DISEÑO DE POLÍTICAS PÚBLICAS
2982,7031100115,MAESTRÍA EN PSICOLOGÍA CLÍNICA DE LA SALUD
2983,6052300005,ESPECIALIDAD EN GEOLOGÍA
2984,7012000038,MAESTRÍA EN EDUCACIÓN CON ORIENTACIÓN EN DOCENCIA
2985,7041200013,MAESTRÍA EN ADMINISTRACIÓN CON ENFOQUE EN COMERCIALIZACIÓN
2986,7101600004,MAESTRÍA EN COMPETITIVIDAD TURÍSTICA
2987,6033100056,ESPECIALIDAD EN DERECHO PROCESAL CIVIL
2988,8042100012,DOCTORADO EN ADMINISTRACIÓN DE NEGOCIOS
2989,7032200006,MAESTRÍA EN BIBLIOTECAS Y CIENCIAS DE LA INFORMACIÓN
2990,7042500031,MAESTRÍA EN EDUCACIÓN Y ADMINISTRACIÓN EN SECUNDARIA
2991,7042000030,MAESTRÍA EN LIDERAZGO
2992,7101500001,MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE ALIMENTOS
2993,7012604039,MAESTRÍA EN ENSEÑANZA DE LA FÍSICA
2994,7041100035,MAESTRÍA EN NEGOCIOS CON ACENTUACIÓN EN RECURSOS HUMANOS
2995,8041400005,DOCTORADO EN GESTIÓN CONTABLE Y FINANCIERA
2996,8011100009,DOCTORADO EN GESTIÓN CURRICULAR
2997,8031100029,DOCTORADO EN CONSULTORÍA DE SISTEMAS HUMANOS
2998,7041200057,MAESTRÍA EN IMAGEN CORPORATIVA
2999,7041100036,MAESTRÍA EN INNOVACIÓN PARA NEGOCIOS
3000,7042000031,"MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN: MERCADOTECNIA, ADMINISTRACIÓN GENERAL, RECURSOS HUMANOS Y FINANZAS"
3001,7012604038,MAESTRÍA EN ENSEÑANZA DE LA QUÍMICA
3002,7021400007,MAESTRÍA EN FOTOGRAFÍA PUBLICITARIA
3003,7041100037,MAESTRÍA EN NEGOCIOS CON ACENTUACIÓN EN ESTRATEGIA
3004,7032100030,MAESTRÍA EN PERIODISMO Y COMUNICACIÓN DIGITAL
3005,7081100080,MAESTRÍA EN CIENCIAS EN AGROPLASTICULTURA
3006,8051300018,"DOCTORADO EN DESARROLLO, MEDIO AMBIENTE Y TERRITORIO"
3007,8031400012,DOCTORADO EN ECONOMÍA POLÍTICA DEL DESARROLLO
3008,6021500007,ESPECIALIDAD EN DISEÑO MULTIMEDIA
3009,6092206004,ESPECIALIDAD EN ENFERMERÍA EN NEONATOLOGÍA
3010,7033200010,MAESTRÍA CRIMINALÍSTICA Y CIENCIAS PERICIALES
3011,7041300029,MAESTRÍA EN DIRECCIÓN Y ESTRATEGIAS FINANCIERAS
3012,7021400008,MAESTRÍA EN DISEÑO Y COMUNICACIÓN PERSUASIVA
3013,7021100011,MAESTRÍA EN GESTIÓN CULTURAL
3014,7042200004,MAESTRÍA EN GESTIÓN DE LA INDUSTRIA DE LA HOSPITALIDAD
3015,7071100019,MAESTRÍA EN GESTIÓN E INNOVACIÓN TECNOLÓGICA
3016,7071500002,MAESTRÍA EN INGENIERÍA Y GESTIÓN DE LA CALIDAD
3017,8033100021,DOCTORADO EN CIENCIAS JURÍDICAS
3018,7071400015,MAESTRÍA EN CIENCIAS DE LA PRESERVACIÓN DE MATERIALES
3019,7071600010,MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN BIOLOGÍA AMBIENTAL Y BIOTECNOLOGÍA
3020,7051300063,MAESTRÍA MULTIDISCIPLINARIA PARA EL MANEJO DE LA ZONA COSTERO MARINA
3021,6033100057,ESPECIALIDAD EN SISTEMA PENAL Y ACUSATORIO
3022,8031100012,DOCTORADO EN PSICOTERAPIA FAMILIAR Y DE PAREJA
3023,7042500075,MAESTRÍA EN AUDITORÍA EN SALUD
3024,8081100020,DOCTORADO EN CIENCIAS AGROPECUARIAS Y DESARROLLO RURAL
3025,8033100022,DOCTORADO EN DERECHO Y GLOBALIZACIÓN
3026,6095600006,ESPECIALIDAD EN SALUD PÚBLICA Y MEDICINA PREVENTIVA
3027,6021400006,ESPECIALIDAD EN CORTOMETRAJE
3028,7081100049,MAESTRÍA EN CIENCIAS AGROPECUARIAS Y DESARROLLO RURAL
3029,7011100051,MAESTRÍA EN CIENCIAS COGNITIVAS
3030,7033100118,MAESTRÍA EN DERECHO FISCAL Y ADMINISTRATIVO
3031,7021500015,MAESTRÍA EN PRODUCCIÓN EDITORIAL
3032,7095600043,MAESTRÍA EN SALUD PÚBLICA CON ÁREA DE CONCENTRACIÓN EN BIOESTADÍSTICA Y SISTEMAS DE INFORMACIÓN EN SALUD
3033,7095600050,MAESTRÍA EN SALUD PÚBLICA CON ÁREA DE CONCENTRACIÓN EN ENFERMEDADES INFECCIOSAS
3034,7095600051,MAESTRÍA EN SALUD PÚBLICA EN SERVICIO
3035,7042100170,MAESTRÍA EN INSTITUCIONES Y ORGANIZACIONES
3036,7095200011,MAESTRÍA EN MEDICINA MOLECULAR
3037,7021500029,MAESTRÍA EN MULTIMEDIA
3038,7021000002,MAESTRÍA EN ESTUDIOS DE ARTE Y LITERATURA
3039,7042500065,MAESTRÍA EN ADMINISTRACIÓN EN SISTEMAS DE SALUD
3040,7041300030,MAESTRÍA EN ADMINISTRACIÓN CON TERMINAL EN FINANZAS
3041,6033100058,ESPECIALIDAD EN JUSTICIA ADMINISTRATIVA
3042,7092203001,MAESTRÍA EN ENFERMERÍA CON ACENTUACIÓN EN ATENCIÓN DE ENFERMERÍA AL ADULTO MAYOR
3043,8073100002,DOCTORADO EN ESTUDIOS URBANOS
3044,8032100003,DOCTORADO EN COMUNICACIÓN APLICADA
3045,6042200008,ESPECIALIDAD EN ADMINISTRACIÓN DE EMPRESAS DE ALIMENTOS Y BEBIDAS
3046,6094200003,ESPECIALIDAD EN ALIMENTACIÓN E HIGIENE
3047,6033100059,ESPECIALIDAD EN DERECHO MILITAR
3048,6012500007,ESPECIALIDAD EN DOCENCIA DE LA EDUCACIÓN SUPERIOR
3049,6101500005,ESPECIALIDAD EN EVALUACIÓN SENSORIAL
3050,6101500006,ESPECIALIDAD EN GASTRONOMÍA MOLECULAR
3051,6031100037,ESPECIALIDAD EN INTERVENCIÓN CLÍNICA PSICOANALÍTICA
3052,6033100060,ESPECIALIDAD EN MEDIACIÓN Y CONCILIACIÓN
3053,6032100007,ESPECIALIDAD EN MEDIOS DE COMUNICACIÓN
3054,6072100004,ESPECIALIDAD EN SERVICIOS ESTRATÉGICOS DE LA CALIDAD DE LA INDUSTRIA DE ALIMENTOS
3055,7042100171,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (CALIDAD Y PRODUCTIVIDAD)
3056,7071600011,MAESTRÍA EN CALIDAD AMBIENTAL
3057,7042100022,MAESTRÍA EN CIENCIAS DE LA ADMINISTRACIÓN CON ESPECIALIDAD EN ALTA DIRECCIÓN
3058,7042500044,MAESTRÍA EN CIENCIAS EN ESTRATEGIA AGROEMPRESARIAL
3059,7011500006,MAESTRÍA EN COMPETENCIAS EDUCATIVAS
3060,7033100119,MAESTRÍA EN DERECHO MILITAR
3061,7042500066,MAESTRÍA EN DIRECCIÓN DE INSTITUCIONES DE SALUD
3062,7012000002,MAESTRÍA EN DOCENCIA BASADA EN COMPETENCIAS
